,_country,dataorder,number_1,number_10,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,pairwise_1_10,pairwise_1_2,pairwise_1_3,pairwise_1_4,pairwise_1_5,pairwise_1_6,pairwise_1_7,pairwise_1_8,pairwise_1_9,pairwise_2_10,pairwise_2_3,pairwise_2_4,pairwise_2_5,pairwise_2_6,pairwise_2_7,pairwise_2_8,pairwise_2_9,pairwise_3_10,pairwise_3_4,pairwise_3_5,pairwise_3_6,pairwise_3_7,pairwise_3_8,pairwise_3_9,pairwise_4_10,pairwise_4_5,pairwise_4_6,pairwise_4_7,pairwise_4_8,pairwise_4_9,pairwise_5_10,pairwise_5_6,pairwise_5_7,pairwise_5_8,pairwise_5_9,pairwise_6_10,pairwise_6_7,pairwise_6_8,pairwise_6_9,pairwise_7_10,pairwise_7_8,pairwise_7_9,pairwise_8_10,pairwise_8_9,pairwise_9_10,rank_number,rank_pairwise,rank_stars,rating_1,rating_10,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,total_time_10_number,total_time_10_star,total_time_1_10_p,total_time_1_2_p,total_time_1_3_p,total_time_1_4_p,total_time_1_5_p,total_time_1_6_p,total_time_1_7_p,total_time_1_8_p,total_time_1_9_p,total_time_1_number,total_time_1_star,total_time_2_10_p,total_time_2_3_p,total_time_2_4_p,total_time_2_5_p,total_time_2_6_p,total_time_2_7_p,total_time_2_8_p,total_time_2_9_p,total_time_2_number,total_time_2_star,total_time_3_10_p,total_time_3_4_p,total_time_3_5_p,total_time_3_6_p,total_time_3_7_p,total_time_3_8_p,total_time_3_9_p,total_time_3_number,total_time_3_star,total_time_4_10_p,total_time_4_5_p,total_time_4_6_p,total_time_4_7_p,total_time_4_8_p,total_time_4_9_p,total_time_4_number,total_time_4_star,total_time_5_10_p,total_time_5_6_p,total_time_5_7_p,total_time_5_8_p,total_time_5_9_p,total_time_5_number,total_time_5_star,total_time_6_10_p,total_time_6_7_p,total_time_6_8_p,total_time_6_9_p,total_time_6_number,total_time_6_star,total_time_7_10_p,total_time_7_8_p,total_time_7_9_p,total_time_7_number,total_time_7_star,total_time_8_10_p,total_time_8_9_p,total_time_8_number,total_time_8_star,total_time_9_10_p,total_time_9_number,total_time_9_star,total_time_aggr,total_time_final,image_1,image_10,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,winner,time_number,time_pairwise,time_stars,time_diff
181,ITA,pms,6.0,7.5,3.0,5.0,4.2,8.5,4.0,9.0,8.8,9.0,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,3,5,3,4,1,2,2,5,2,5,5,5,7329,4113,2403,2267,3252,6057,2239,1879,2771,2250,12711,43844,31546,5205,8373,13666,23647,4217,1970,1555,1829,7154,6844,2307,9931,3054,3378,4224,5131,3642,5112,4647,2279,1898,2606,2837,1762,2030,7161,2227,2307,2177,2930,5353,3594,13517,4049,24205,2203,2782,8671,3998,3784,3877,6982,4130,8475,2233,1900,6660,11059,1991,20031,7171,1786,650801,102554,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,114820,239172,63220,0 days 00:10:53.000000000
182,USA,pms,6.0,12.0,12.0,8.0,13.0,4.0,100.0,67.0,34.0,100.0,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,3,2,5,3,2,4,3,3,1,5,5,2,5,4207,2255,2169,3250,3447,3141,4137,1805,1831,7542,16390,31140,4987,1623,7151,16253,8757,2326,1610,2009,1943,4672,2599,2718,4655,6271,1690,5318,7630,2609,9376,2431,3266,1610,1794,2479,3924,2556,7737,2207,13736,1714,1983,3041,1768,4417,2255,14411,5678,2303,9817,5236,2096,2727,1543,3053,5598,2535,1692,1671,3887,2734,2340,5753,2559,489511,147370,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,82023,199381,26658,0 days 00:08:17.000000000
183,UKR,pms,1000.0,1800.0,1800.0,1000.0,1000.0,1200.0,1000.0,1000.0,1000.0,1000.0,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,5,4,3,4,4,3,3,4,3,3,3,3,5561,2782,2673,3716,6400,3193,4198,5339,10222,2594,7292,33932,8175,3740,3887,6060,10660,4134,3007,4896,4045,7250,4874,3489,4197,3619,3127,7414,6788,3997,9540,3529,9617,3420,3584,4333,11933,10483,6478,2841,7340,2736,3144,3569,2129,4925,4037,9396,13382,4039,7680,4691,2845,4249,4758,8475,4777,2808,4184,2951,4848,2445,8576,10611,2893,532536,97280,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,92613,248665,37229,0 days 00:08:54.000000000
184,ITA,pms,100.0,1.0,150.0,50.0,40.0,200.0,60.0,2.0,1.0,90.0,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,4,4,1,5,3,3,5,4,2,1,3,6376,1642,2305,5683,3840,2728,4014,4736,3456,2217,3359,43512,7489,5975,2550,2864,4140,3088,2663,2279,4392,5072,2390,2272,5743,5143,3292,3392,4616,3305,4080,2104,2199,5314,4757,5392,2593,2658,3177,2056,2607,2262,2545,2146,2267,3416,1991,31011,2441,2223,6223,4135,1913,3000,2613,2357,3887,1773,5070,2355,4696,1850,2464,4871,3384,483356,98967,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,83222,182549,26592,0 days 00:08:07.000000000
185,BRA,pms,5.0,6.0,10.0,3.0,7.0,6.0,9.0,9.0,8.0,9.0,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,5,4,3,3,3,5,2,3,3,5,4,3,4,2558,2345,4461,3082,3492,9170,3799,3634,1788,1822,2728,9915,5153,78282,1557,2145,3688,2461,3620,1584,2936,3595,2744,4283,2142,3995,3303,3516,4610,2105,2255,2463,2344,11409,2391,6146,1752,2398,2026,1985,5163,3181,1975,3681,3660,2051,1645,10756,2601,1870,2669,2528,2719,2760,132628,12437,2120,2669,29505,3642,2562,1914,2930,2349,2012,824604,63784,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,31959,400101,25649,0 days 00:13:51.000000000
186,IND,pms,3.0,0.9,2.5,2.2,2.2,2.3,1.7,1.0,2.0,0.5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,5,1,4,4,1,4,3,3,3,1,1,2,1,4963,2540,1913,2125,2740,1991,1970,2093,1918,3539,8602,19170,33713,1771,2568,4208,9210,2175,2170,20567,1556,11117,3173,3903,2289,3325,2929,9330,5914,2897,6803,2450,2343,2637,4680,2362,4339,2250,11852,5415,2575,1666,2443,3658,2003,4168,3342,25009,7379,2350,6976,6081,2618,2750,3283,3284,2565,1968,1792,2287,2693,2567,2784,3442,1926,699285,302329,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,72854,190553,59712,0 days 00:11:44.000000000
187,PHL,pms,8.0,4.0,9.0,1.0,1.0,7.0,1.0,3.0,6.0,7.0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,4,3,5,4,2,4,1,1,3,1,2,3,3,4084,3370,2393,4095,3196,2604,2889,2887,3271,3418,23120,20229,7343,2530,2937,17036,8676,3714,2863,2542,3478,9831,4281,5034,4604,3356,8462,4910,24519,4726,4775,4703,3888,3024,4392,3973,2938,4173,4417,3355,3083,3344,16628,2849,2443,4121,3815,40856,4061,3778,6343,3861,3333,5779,14118,2895,4467,3072,2640,4010,3900,3530,31307,5633,3343,740590,294333,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,65318,313782,40145,0 days 00:12:27.000000000
188,SRB,pms,4.0,1.0,10.0,1.0,4.0,6.0,9.0,6.0,10.0,8.0,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,5,5,5,2,1,5,1,2,3,4,3,5,3,13167,2750,2000,2680,4815,17232,2607,2208,2687,2106,17199,13024,10607,2017,2607,6071,9013,4665,2022,2047,2383,10542,2575,3207,2879,4975,2256,8319,9751,6096,4312,7432,2368,2105,2376,4351,2175,2695,4279,4079,2032,2687,3239,5015,2375,3815,2736,9199,5287,5040,7975,4929,2847,3103,2453,3919,4960,2160,1903,1920,6510,2549,4935,4273,2611,1009419,472214,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,69811,198994,40346,0 days 00:16:53.000000000
189,VEN,pms,3.0,0.5,4.0,2.0,10.0,9.0,6.0,7.0,9.5,8.0,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,4,5,2,1,1,2,1,5,5,3,4,5,4,6611,2348,3109,3928,13855,2120,2012,2927,2601,2920,5956,23950,8536,2409,3888,3263,11359,4814,1858,2241,2204,4253,4179,5038,2180,2601,3056,4176,3716,2482,4748,3022,2251,2517,2314,3805,5748,2998,4044,2637,2179,2253,3124,2928,2227,3913,2373,16189,3221,3301,4039,4519,4119,2332,2938,2337,4230,2131,1985,2156,5007,2602,2576,5804,2964,524524,218986,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,67079,168131,34911,0 days 00:08:59.000000000
190,VEN,pms,0.1,10.0,20.0,0.2,1.0,100.0,70.0,50.0,90.0,80.0,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,5,4,1,1,3,1,2,5,4,2,5,5,4950,3947,3662,1923,3804,2105,2248,1943,2034,1891,3650,27427,5370,1891,2257,3498,4392,3407,5214,2146,2939,9364,2798,9582,2382,1963,2319,4342,3061,2207,10235,2817,2949,1740,2381,2492,1851,2340,3721,1903,2085,3468,3640,3214,1749,3712,2187,9773,2461,7005,4445,5918,3784,5734,3886,2258,3762,4415,2177,1712,3570,1942,2929,5736,2350,763324,236169,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,78395,145149,31513,0 days 00:12:46.000000000
191,IND,pms,1.0,4.0,4.0,2.0,10.0,10.0,1.0,2.0,10.0,2.0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,4,5,2,4,2,2,4,4,1,2,5,1,14849,2968,2709,5047,2881,3447,4384,16913,6168,3624,6064,16912,6031,3762,11431,5939,10535,6303,10435,4482,16575,16675,6127,4104,3232,3590,5384,9386,8221,13487,18020,4624,4233,8800,8386,3744,13355,3014,14743,3519,8046,5407,7281,5007,9703,10128,3294,8320,4736,3336,4338,7103,2729,4039,5440,6957,5584,3271,5160,5123,6785,2999,6833,5357,2769,922286,257364,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,116156,299361,38331,0 days 00:15:47.000000000
192,MEX,pms,4.0,6.0,7.0,3.0,3.0,9.0,2.0,7.0,6.0,7.0,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,5,1,3,3,4,4,1,1,5,1,4,3,4,14884,9720,2304,2914,2672,1616,1605,1879,3356,2821,3590,12458,19172,1724,1867,4052,3487,2422,2719,2117,2343,5629,3299,4789,4609,1731,1811,2650,1943,2546,4499,9642,2491,1671,9290,1807,2013,2372,110353,2218,2445,1764,2420,2761,1629,16456,3166,4524,2234,2180,2326,31626,2475,6107,1850,1952,9571,11313,4058,4776,16345,4435,15726,16364,5246,631847,178769,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,238185,139963,70686,0 days 00:24:51.000000000
193,PHL,pms,5.0,4.0,20.0,2.0,30.0,40.0,25.0,30.0,40.0,100.0,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,5,3,2,4,2,4,4,3,3,4,5,2973,2117,1667,2608,2567,2655,3685,2490,2241,3191,3063,10005,3803,1747,2240,3376,2884,2785,7639,1985,2575,3043,2094,2937,2541,3040,5146,3106,4459,2398,2215,2313,2174,1796,2170,2454,2638,2476,2700,2719,1892,2320,3478,3164,1613,2650,2455,5323,2408,2416,2680,2858,1830,2321,2436,1618,2517,2056,1737,1964,2348,1871,2365,2350,1741,1007989,36079,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_stars,33659,124468,22999,0 days 00:16:53.000000000
194,IND,pms,5.0,6.0,5.0,6.0,7.0,7.0,8.0,5.0,8.0,8.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,3,3,4,4,2580,2908,1265,1445,1521,2248,1622,1498,1422,1519,2686,9144,3187,1194,1589,2531,2932,4170,1437,1453,1777,2284,2733,1915,1365,4305,1514,6344,3430,2017,2074,2174,1796,1720,1206,1525,1428,1917,4114,2128,1359,1519,1941,1680,1239,1787,2374,5588,3727,1634,3620,2531,2693,2948,1403,1359,2121,2102,2612,1446,2209,2373,1908,2335,2306,185024,27214,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,31179,96774,24978,0 days 00:03:12.000000000
195,ITA,pms,10.0,5.0,25.0,35.0,100.0,50.0,50.0,10.0,50.0,40.0,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,3,5,4,2,2,3,4,5,5,2,2,4,3,2629,2540,1421,1375,1970,1362,1302,1358,1352,1431,3268,9391,4505,1494,3052,1712,2763,2622,3360,1962,3087,2754,1562,1918,1839,2230,1489,4149,2663,1460,2300,1435,1426,1274,1367,1338,1493,3338,6847,1746,1431,1511,1801,3352,1116,3174,2020,6387,1849,1746,1616,2624,1718,1630,1357,2401,2815,1779,1465,1450,3001,2315,1556,2575,1429,249402,18822,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,38110,91543,21049,0 days 00:04:12.000000000
196,SRB,pms,30.0,85.0,25.0,45.0,50.0,75.0,60.0,45.0,98.0,15.0,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,3,4,3,2,4,2,3,4,4,3,2,5,1,2952,2414,1999,2441,3129,2350,2583,2863,2091,2360,2255,5525,3641,2175,2440,2115,2303,3007,2606,2367,2799,3203,2244,2600,2367,2464,2215,2078,2311,2528,3022,2351,2983,2272,2079,2347,1991,1935,2988,2520,3087,2068,2600,2457,1705,3125,2231,5385,2248,2520,2597,3072,2905,2207,2216,2208,3519,2598,1873,1672,4255,2895,2094,2938,1961,283550,17752,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,34599,108990,25760,0 days 00:04:48.000000000
197,UKR,pms,100.0,10.0,50.0,60.0,200.0,150.0,500.0,70.0,200.0,200.0,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,5,5,4,5,1,4,3,5,5,5,3,4,4,6183,1926,2272,2359,4008,2943,4023,2624,2912,1751,4119,21008,4478,1984,3528,2904,5348,2640,1832,2599,2608,5968,2175,2569,2505,4095,23455,4335,3064,2761,6159,1728,2360,2032,2751,3144,1767,2633,3913,1648,2088,2417,3703,5919,2799,4782,1928,12740,2951,2262,4695,4097,1696,3343,2680,2528,3774,1920,2096,2160,8561,2015,3000,2282,2968,326377,49740,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,66727,163306,22482,0 days 00:05:29.000000000
