,_country,dataorder,number_1,number_10,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,pairwise_1_10,pairwise_1_2,pairwise_1_3,pairwise_1_4,pairwise_1_5,pairwise_1_6,pairwise_1_7,pairwise_1_8,pairwise_1_9,pairwise_2_10,pairwise_2_3,pairwise_2_4,pairwise_2_5,pairwise_2_6,pairwise_2_7,pairwise_2_8,pairwise_2_9,pairwise_3_10,pairwise_3_4,pairwise_3_5,pairwise_3_6,pairwise_3_7,pairwise_3_8,pairwise_3_9,pairwise_4_10,pairwise_4_5,pairwise_4_6,pairwise_4_7,pairwise_4_8,pairwise_4_9,pairwise_5_10,pairwise_5_6,pairwise_5_7,pairwise_5_8,pairwise_5_9,pairwise_6_10,pairwise_6_7,pairwise_6_8,pairwise_6_9,pairwise_7_10,pairwise_7_8,pairwise_7_9,pairwise_8_10,pairwise_8_9,pairwise_9_10,rank_number,rank_pairwise,rank_stars,rating_1,rating_10,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,total_time_10_number,total_time_10_star,total_time_1_10_p,total_time_1_2_p,total_time_1_3_p,total_time_1_4_p,total_time_1_5_p,total_time_1_6_p,total_time_1_7_p,total_time_1_8_p,total_time_1_9_p,total_time_1_number,total_time_1_star,total_time_2_10_p,total_time_2_3_p,total_time_2_4_p,total_time_2_5_p,total_time_2_6_p,total_time_2_7_p,total_time_2_8_p,total_time_2_9_p,total_time_2_number,total_time_2_star,total_time_3_10_p,total_time_3_4_p,total_time_3_5_p,total_time_3_6_p,total_time_3_7_p,total_time_3_8_p,total_time_3_9_p,total_time_3_number,total_time_3_star,total_time_4_10_p,total_time_4_5_p,total_time_4_6_p,total_time_4_7_p,total_time_4_8_p,total_time_4_9_p,total_time_4_number,total_time_4_star,total_time_5_10_p,total_time_5_6_p,total_time_5_7_p,total_time_5_8_p,total_time_5_9_p,total_time_5_number,total_time_5_star,total_time_6_10_p,total_time_6_7_p,total_time_6_8_p,total_time_6_9_p,total_time_6_number,total_time_6_star,total_time_7_10_p,total_time_7_8_p,total_time_7_9_p,total_time_7_number,total_time_7_star,total_time_8_10_p,total_time_8_9_p,total_time_8_number,total_time_8_star,total_time_9_10_p,total_time_9_number,total_time_9_star,total_time_aggr,total_time_final,image_1,image_10,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,winner,time_number,time_pairwise,time_stars,time_diff
500,IND,smp,3.0,3.0,5.0,3.0,6.0,4.0,1.0,2.0,3.0,1.0,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,5,4,4,4,4,4,4,5,4,5,3,3,4,3472,1667,1288,1624,1505,1366,2519,1744,1480,1496,2959,9539,4175,1521,1592,1568,1960,2871,1848,1624,1657,6341,8888,1968,1880,1552,2246,1720,1920,2016,4327,3407,1944,1943,3878,1423,2207,1976,3664,2233,1616,1472,1703,2055,1207,3467,1911,3472,1536,1416,1801,6653,2849,1959,1680,1975,3239,2040,1304,1487,3336,1736,1448,3400,4484,202159,26505,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,47438,83426,33390,0 days 00:03:26.000000000
501,VEN,smp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4011,2651,1837,1784,1958,2123,2021,1928,2507,1979,2841,27572,20221,1869,3444,2105,3408,2249,1877,1899,2650,5572,5139,2723,1960,2610,1999,4351,2568,2288,3905,5209,1980,1837,1856,2042,2153,1795,3602,2875,2133,2174,2444,2155,2207,3745,2630,10929,3579,3371,3795,4261,2392,2372,2073,1649,3580,2846,1752,4043,3728,2473,2423,3708,2476,300032,18671,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,63684,115740,48912,0 days 00:05:04.000000000
502,GRC,smp,3.0,1.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,5,4,4,2,1,4,1,2,4,3,5,2,4,4792,5599,1768,2121,2800,2351,2121,2088,2232,2088,2626,14520,32872,1968,1792,2308,5224,2496,2056,1736,2616,7128,7639,2190,3384,2189,2824,2400,2532,2306,6791,7807,2015,2112,4024,3312,1920,2720,4759,7287,1944,2688,2400,2119,5319,6977,4840,9023,2616,2383,2424,6743,8224,1968,1927,1655,4752,5055,4184,6000,3848,7480,2036,5048,5816,356536,57400,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,65358,123005,92619,0 days 00:05:59.000000000
503,VEN,smp,3.5,7.5,9.5,7.6,1.5,2.0,8.5,9.5,1.5,7.5,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,1,5,4,5,3,3,5,4,5,3,5,5,1,4,3365,3648,2592,1715,2608,1583,1967,1289,1945,1536,1734,24969,8415,1353,1384,1552,2024,1775,1544,1752,1359,9791,3663,5112,2497,2488,3678,1839,2152,2239,7016,5263,1656,1465,5184,3327,1528,3272,6998,5424,1463,1614,1776,2112,2687,3266,7255,15749,6406,1518,4926,5734,2824,2078,1301,2440,3887,2272,1631,1807,4041,2111,1873,3701,2473,316018,29735,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,72768,115530,43348,0 days 00:05:22.000000000
504,UKR,smp,43.0,39.0,99.0,28.0,25.0,35.0,22.0,50.0,50.0,50.0,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,5,4,5,4,3,5,3,3,4,2,4,4,4,6011,3735,1800,2007,2543,5919,2280,2297,2055,2424,2311,31048,23432,1848,1840,2135,2615,1848,2087,1904,2616,4535,3887,2417,2257,2007,3160,2617,2944,2663,7974,6303,2287,2320,3679,2160,2552,3144,4041,6231,2447,3343,6455,3135,3335,3968,4768,12153,2688,1960,2488,7230,5479,1961,3009,2032,5297,5200,2312,2183,3664,3288,2783,3227,3321,453943,69402,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,76995,127020,65644,0 days 00:07:37.000000000
505,BRA,smp,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,4,5,4,5,3,5,5,5,5,5,5,5,5,4125,4488,1848,2391,2728,2903,2807,1976,5064,2928,2735,29952,23376,1931,2744,4912,7390,3569,3071,2814,3167,3905,12229,3523,3136,2711,3800,3616,8239,3847,3168,4920,2168,2008,3768,5236,2721,5872,4015,3513,2079,3815,3150,2542,1583,3701,4307,12887,2552,2686,7094,5664,4713,2503,4479,3930,3255,3591,1896,2135,2953,3183,4007,2985,3629,565162,142701,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,63723,162961,67949,0 days 00:09:27.000000000
506,ITA,smp,100.0,88.0,100.0,80.0,100.0,85.0,90.0,88.0,100.0,80.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,5,4,3,5,4,5,4,5,4,4,4,5,4,4214,4824,2071,2333,1936,2081,1925,2175,2525,2117,2427,8185,5823,1969,2471,3362,2647,2171,2294,2181,2199,4383,4294,4927,3015,5228,2570,7489,2827,5019,4377,4240,2983,3041,2630,1919,2129,2057,3746,2711,3055,2361,6480,2672,4871,4224,3143,6282,3697,2726,2367,3324,3815,4147,2447,2367,3544,4135,2076,2470,6537,3272,10837,3574,4360,542474,62066,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,46108,143573,40617,0 days 00:09:08.000000000
507,IND,smp,1.0,3.4,4.0,1.0,4.0,5.0,1.0,2.5,1.2,4.2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,5,3,4,1,3,4,1,4,5,1,2,2,4,4460,4359,3233,2446,6297,2887,2468,4894,2679,3166,5348,21494,27567,2361,3869,5331,6591,3630,2385,2527,3660,6060,5639,2586,3939,2836,3547,3579,3257,2976,4372,7055,3165,3425,2293,3112,2504,8350,3240,6930,2268,2387,2493,3052,2162,3202,4763,7125,3239,3634,3274,3976,9370,6408,6761,2555,12228,3985,3296,3572,4657,4901,4070,4406,3672,562676,131940,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_number,68095,165637,78241,0 days 00:09:27.000000000
508,PRT,smp,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,3,5,3,2,2,2,2,2,2,2,2,3,1,2647,4070,1874,2312,3164,2250,1720,3065,3296,1946,3392,25682,11226,1735,2186,2304,3132,2805,2430,1626,3726,14835,3953,1983,1985,2578,1867,4991,2164,2234,3460,9265,2124,2062,2080,2164,2132,2000,2718,4468,2309,2188,1925,1999,1459,3832,2868,7765,3336,1882,4250,2866,2576,2428,1922,1782,1984,2666,1676,1500,3257,3812,2139,3649,3562,310945,35001,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,64930,111887,48466,0 days 00:05:12.000000000
509,MNE,smp,2100.0,2.5,2100.0,0.01,123.0,123.0,123.0,2.5,2.5,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,5,4,5,2,5,1,4,4,4,2,2,1,6863,2744,1632,1896,1512,2352,2032,1904,2000,1768,2311,15056,4439,1791,1863,2463,2800,2464,1679,1791,1893,10551,2783,2503,1952,2113,2175,1975,2337,3256,7072,5056,1975,2591,2623,1952,2032,1808,4408,3409,1609,2319,2768,2105,1663,3288,3039,5472,2447,2336,2071,3482,3016,3440,3200,2039,5948,2768,2551,2191,3841,2431,1992,4120,2672,637421,349994,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,64629,101646,32357,0 days 00:10:41.000000000
510,POL,smp,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,4,5,4,1,3,3,3,4,4,3,3,4,3,3861,3551,3386,3246,3235,2348,2621,2431,2760,2473,3026,20166,8210,5375,4245,3003,3289,4304,3143,2886,2684,4207,5168,3404,2385,2630,3799,4947,2790,4712,4962,4889,2805,4458,2541,2584,4673,2429,3477,3465,2084,2689,3075,4327,2003,3208,3491,9876,3604,2364,4822,3284,3998,3462,2346,2242,3012,3225,2566,2097,3018,4507,3410,4457,3622,608532,75071,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,53652,149579,44126,0 days 00:10:12.000000000
511,RUS,smp,56.0,12.0,67.0,10.0,20.0,79.0,80.0,99.0,99.0,36.0,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,3,4,2,4,1,4,4,3,2,4,4,5,4,3801,2486,2745,1695,2128,1698,1614,1672,1664,1712,1670,30851,13416,1967,1998,1969,2608,2167,1696,1698,1609,3702,10765,2111,1759,1722,1878,1793,1736,1823,4713,2328,1550,1719,1517,1921,1647,2233,4237,2174,1735,1809,1769,1790,1534,4391,2672,7878,1854,1464,1726,3246,4368,2008,1527,1712,4121,4231,1984,1585,3238,13128,3079,4464,1975,376532,70518,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,66764,89173,57543,0 days 00:06:19.000000000
512,VEN,smp,100.0,65.0,50.0,40.0,95.0,90.0,100.0,45.0,55.0,70.0,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,4,5,2,4,4,3,2,4,4,5,3,3,4,5351,6663,2823,1679,2240,2199,2408,2713,1855,1695,2079,10473,16535,1840,2663,4767,2697,1832,4094,1871,2479,4167,8983,2103,2640,2212,1975,6847,3255,2374,4544,8615,2591,9607,5903,2448,1785,3119,4759,4209,2767,2040,2104,2312,1943,3928,4103,4254,1916,2143,2392,5976,8200,9496,2087,2191,5328,5048,2056,3248,3199,3943,2816,3665,4423,466960,104501,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,51390,132558,70722,0 days 00:07:59.000000000
513,CHL,smp,600.0,650.0,800.0,800.0,1000.0,1000.0,750.0,800.0,900.0,500.0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,5,4,3,4,4,4,5,5,3,4,4,3,3677,14056,2029,1824,2016,1359,1474,12337,1915,1846,3308,40135,34590,1361,7623,1740,7366,1447,1648,1455,1881,3628,4579,2453,1491,1617,1518,2166,2040,1588,2640,3184,1609,1552,1592,1500,1455,1549,3458,2503,1887,22590,1782,2132,1287,12368,2638,6200,2278,1487,1633,11352,3382,2530,1346,1786,3189,2488,1625,1336,2534,4266,1701,2625,2992,357925,55504,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,85606,126359,74678,0 days 00:06:01.000000000
514,USA,smp,1500.0,1100.0,1600.0,2000.0,1890.0,2100.0,1000.0,2200.0,1500.0,2000.0,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,4,4,4,3,3,4,5,4,4,4,5,3,5,5732,3030,1618,2315,2270,2294,2377,1903,1882,2751,2171,39864,6575,1745,2032,2245,3865,1938,1448,2007,2294,5214,2121,2670,5467,2672,1647,3525,3055,2726,6426,2120,3025,2470,2407,2378,2047,2052,5909,4059,1967,2603,4593,2085,1596,5610,2358,27105,1893,2131,2199,4679,1793,2515,2053,1770,5188,2144,1834,1557,4655,1868,2134,5931,3098,409798,30448,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,,89208,131331,29166,0 days 00:07:01.000000000
515,VEN,smp,6.0,7.0,8.0,8.0,10.0,8.0,5.0,9.0,8.0,9.0,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,4,5,3,3,4,4,4,5,4,3,5,4,5,2208,2334,1678,11136,3223,2008,2088,3280,2289,18916,2305,24318,8400,2000,1893,2395,3094,1992,1578,1432,2312,10032,2631,2287,1920,2540,2286,2166,2713,2319,5534,2596,1672,1432,1167,1887,2359,3968,3361,2276,4608,1520,2612,2135,10032,15127,2263,6933,1964,3136,2069,3162,2113,1847,3376,1999,2236,2022,4686,4000,2639,1696,2088,2377,2200,378542,55951,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,70994,145340,28531,0 days 00:06:21.000000000
516,USA,smp,2.5,2.0,3.5,3.0,4.0,4.5,4.0,4.5,3.0,3.5,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,4,3,2,2,3,2,3,4,3,4,3,3,3797,5076,1863,3140,3288,3583,5053,3599,3134,4287,4001,13919,13282,2398,2644,5164,4527,3141,2142,2499,2355,5487,4395,2517,5053,3831,2345,2963,3081,3576,10176,5214,2552,2363,4505,3073,3644,3365,3206,6028,2640,3243,4468,2525,2065,4408,5844,11867,3273,2987,5647,8134,3709,2577,2213,2089,6158,4083,20525,2739,3186,4490,2597,9977,3550,415910,54743,https://dl.dropboxusercontent.com/u/13815598/paintings/1-kiss.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/10-guitarist.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/2-starry.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/3-mariee.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/4-jatte.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/5-eve.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/6-garden.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/7-bears.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/8-girl.jpg,https://dl.dropboxusercontent.com/u/13815598/paintings/9-wave.jpg,rank_pairwise,68448,171141,55671,0 days 00:07:16.000000000
